ચોર્યો	The thief
જોડતા	Connecting
પડેલા	Lying down
આઇટીની	OF IT
મોટાભાગ	Mostly
શેરબજારમાં	On the stock market
ફાયદોઃઅમૂલ	Benefit: Amul
જીવનભર	A lifetime
કુંડલી	Horoscope
ઈન્ડીયાનું	Of India
મહત્વકાંક્ષી	Ambitious
લગાવ્યા	Put up
ઉતરી	Alighted
8000માં	In 8000
ફાઇલ	File
નામાંકનમાં	In nominations
અનુ	Anu
સેનની	Sen's
75માં	In 75
ઉતાર્યુ	Taken down
ફેસલિફ્ટ	Facelift
પુછ્યા	Asked
કરીનાનો	Kareena's
તારા	Yours
શુક્રવારથી	From Friday
75ના	75
અહી	Here
ચોપરાના	Chopra's
હિંમતનગરઃશાકભાજીના	Himmatnagar: Vegetables
વર્ગના	Class
મિમોહે	Mimohe
રાખવું	Keep
પ્રવાસે	On a tour
જ્હાન્વી	Janhvi
જીતેલી	Won
સેન્સેશન	Sensation
ઊંઘ	Sleep
ભાડા	Rent
સિસ્ટમમાં	in the system
વધાર્યું	Increased
આપ્ટેની	Apte's
માર્કેટ	Market
કેટરિનાથી	From Katrina
લેવાય	Taken
ધક્કો	Push
જિમમાં	In the gym
કરાવ્યુ	done
કાર્સ	Cars
ભાગીને	Running away
ટિપ્પણી	Comment
ટ્રેનનું	of the train
બેન્ડની	Of the band
રેડકાર્પેટ	Red carpet
કન્ટેસ્ટન્ટ	Contestant
વાહિયાત	absurd
લેતાં	Taking
ફ્રેમવર્ક	Framework
ન્હોતી	Not
યૂરોપીય	European
બંગલા	Bungalow
આસાર	Asar
ઉડ્ડયન	Aviation
પરવડે	Affordable
ઠાકોર	Thakor
આલિયા	Alia
ટૂંક	Short
વાતથી	By talk
રૂપિયાથી	With rupees
બનશો	Will be
મુમતાઝની	Mumtaz
બીમાર	ill
અંદરની	Inside
હાસલ	Hassle
વાઇબ્રન્ટ	Vibrant
કેસ	Case
ઠેર	There
ઘટ્યો	Decreased
પડાશે	will fall
મસ્તીભરેલી	Fun-filled
વેપારી	Merchant
ઇનસ્ટાગ્રામ	Instagram
એઝાઝ	Ajaz
ઓઇલ	Oil
મેંટલ	Mental
અરમાન	Arman
દરો	Rates
ઐશ્વર્યાએ	Aishwarya
સલૌનની	Salon
વિશેષતા	Features
માગતો	Asking for
સાફ	open
કમાન્ડ	Command
જીતો	Win
કામ	act
માફીથી	Apologetically
નીકળ્યા	out
સ્‍થપાશેઃકેવી	Will settle: KV
ક્યાં	where
શહીદ	Martyrs
સ્વીકાર્યું	Accepted
સતત	Continuous
ફિદા	Fida
બાહુબલીની	Of Baahubali
બહેનો	Sisters
જલ્દી	Soon
શીખવાડી	Teaching
એકતા	Unity
સિંઘનાં	Singh's
શોષણની	of exploitation
ધાબળો	blankets
ફ્લાઇટનાં	of the flight
કોન્ટીનેન્ટ્સનો	Of the continents
ઝકરબર્ગે	Zuckerberg
સિલેન્ડર	Cylinder
લાખોનું	of millions
સંદીપ	Sandeep
આનંદે	Joy
શ્રીદેવી	Sridevi
થતી	happening
મોકલે	Send
હસિનાઓ	Hasinao
ઇનકમ	Income
લકઝુયર્સ	Luxeurs
વિલીન	Willin
કોપી	Copy
વાસણ	pot
ધોનીનું	Dhoni's
પેરિસમાં	in Paris
શખ્સના	the man's
પડતા	falling
સ્પીચ	Speech
તાપસીની	Taapsee's
લુછતો	stealing
મચી	Machi
ડિસેમ્બરથી	From December
ભાઈબંધી	Siblings
તિવારીની	Tiwari's
ધડ઼કનું	of a bang
શોષણનાં	of exploitation
સાયરા	Saira
પરિસ્થિતિમાં	In a situation
ગ્રાહકોનો	of customers
સંભાવનાઃજેટલી	Probability: As much as
એપિસોડ	Episode
દુખાવો	Pain
સીઓઓના	COO's
છેતરપિંડી	deceit
ભરૂચમાં	in Bharuch
અવોર્ડથી	From the award
મલ્લિકાની	Mallika's
સૂરમાં’	In tune'
બાલને	Balne
ફેવરેઇટ	Favreit
વિમાનનું	of the plane
સ્ટોક	Stock
દમ	asthma
ગુજરાતનો	Of Gujarat
દેખાયા	appeared
વ્યવહાર	Transaction
હાઇકોર્ટનો	of the High Court
મ્યુનિ	Muni
એપલનો	Of Apple
નાચ્યાં	Danced
ફન્ડમાં	In fund
બાસુ	Basu
એફમાંથી	from F
યોન	Yon
રિતિકની	Of Hrithik
ભૂલથી	By mistake
ધિરાણ	Credit
જનમતમાં	in the referendum
સામે	in front of
રિસેપ્શનની	of the reception
બિકિનીને	To the bikini
અમૂલના	Amul's
ફસાયેલી	Trapped
જામી	Jami
વીરમદેવી	Veeramdevi
ચંદ્રમુખી	Chandramukhi
મેસેજથી	from the message
પ્રકારના	Type of
સ્કેન્ડલમાં	In scandal
શેર	Shares
હસીને	Smiling
તારીખનો	Date
જલદીથી	Soon
ખાસિયતો	Features
90નાં	Of 90
છાશવારે	Chhashware
હેકિંગ	Hacking
બાલીનું	Of Bali
શરૂઆતની	Of Startup
ટચ	Touch
સવાલ	question
સાગરની	of the sea
મોસ્ટ	Most
ટાવર	Tower
દેશનો	of the country
એલિજિબલ	Eligible
પુલવામામાં	in Pulwama
લિયોનીએ	Leonie
કમાવવા	To earn
ચેડા	Tampering
વાંચી	Read
ફાઇનાન્સ	Finance
લગ્નનું	of marriage
રસમની	Rasamni
બેલે	Belle
બાળકો	Children
ચેટિંગ	Chatting
મોકલાઇ	Sent
16મીથી	From 16th
એર	Air
ડુઈંગ	Doing Doing
જિમ	Jim
ખતરામાં	in danger
શંકર	Shankar
ધમાકો	Explosion
મહેનત	Hard work
સાઈઝ	Size
ફ્લાઇટ	Flight
અન્ય	another
સમગ્ર	Throughout
મલાઇકાની	Malaika's
કરાય	done
ઈજા	Injury
ગણિત	mathematics
ગુસ્સા	Anger
ટ્વિંકલ	Twinkle
ભુતાન	Bhutan
બેસિક્સ	Basics
પુરુ	Puru
ખરીદનારાઓ	Buyers
પકડે	catch
ગેલેક્સી	Galaxy
સ્લેબમાં	In slab
આફરીન	Afrin
સિરિયલ	Serial
સહિતની	including
પ્રેગ્નેન્સીની	of pregnancy
રોમાંચ	Thrill
નિયમોનો	of the rules
ક્લોન	Clone
શર્માનો	Sharma's
કૉમર્સ	Commerce
મીટર	meter
વાપરવાની	To use
સેને	Sene
માણવાં	to enjoy
લંચ	Lunch
સળિયા	rod
ડિટેલ્સ	Details
સુવિધાઓથી	From the facilities
વાગ્યે	at noon
બદલી	Change
એક	One
વીંટી	Ring
નેહાનું	Neha's
સિદ્ધુનું	Of Sidhu
કેમેસ્ટ્રી	Chemistry
કપિલ	Kapil
વોઇસ	Voice
પુરવઠા	Supplies
ફગાવ્યા	Rejected
કોઈ	Someone
ઘરમાં	At home
બાળકી	Baby girl
પીઠીની	Pithi's
હસવા	Laughing
દાઢી	beard
પ્રમુખની	President's
થશે	Will be
વધારા	Extra
સર્વિસનો	of service
બલેનો	Baleno
વિવાદ	Controversy
ચૂકવવાનો	To pay
નામનું	Name
શાહરૂખની	Shah Rukh's
સમર્પિત	Dedicated
ક્યાંથી	Where from
બેગણો	Double
સ્નેપચેટની	Snapchat
ભોજપુરી	Bhojpuri
જવાનોને	to the jawans
ઇન્ડિયન	Indian
ફેસબૂકનો	Of Facebook
શ્લોકાના	Shloka's
ખોલાશે	Will open
કવિતા	Poetry
પૂછ્યો	Asked
માગતા	Asking for
પત્રકારોને	To journalists
દવા	medicine
મજુરો	Workers
કારનો	of the car
ન્યુક્લિયર	Nuclear
નરનારાયણ	Narnarayan
બધી	All
10360ની	10360 of
નોટબંધીનો	of demonetisation
વાઇલ્ડ	Wild
પીડા	pain
બચત	Savings
શહીદો	Martyrs
સૈફીના	Saifina
વીડિયોમાં	In the video
મેંમર્સને	To Memmers
પ્રકાશને	to the light
અર્થવ્યવસ્થાને	to the economy
વસ્તી	Population
મર્ડરથી	From Murder
કાઉચ	Couch
પેલેસ	Palace
જીશૂ	Jishu
ફુલહાર	Phulhar
વોડાફોન	Vodafone
સાંભળીને	Listening to
ગજ્જરે	Gajjare
કેન્સરની	Cancer
ટોલ	Toll
શ્રાવણમાં	In Shravan
ટોપબ્રાંડની	Topbrand's
કરોડથી	crore
પ્રમાણિકતાથી	Honestly
મોડલ્સ	Models
ગણતરીનાં	Counting
ચાલનાર	Walker
બાગી	Baagi
ફોટોગ્રાફીનો	Photography
ખન્નાનું	Khanna's
હેન્ડસમ	Handsome
લાગતા	looks like
સ્ટીકર	Sticker
તારીખથી	From date
મિનિસ્ટરઃ	Minister:
દેસી	Desi
કપૂરની	Kapoor
અત્યારે	Right now
ઈલેક્ટ્રિક	Electric
પ્રત્યાર્પણ	Extradition
પ્રિયાને	To Priya
કુંડળી	Horoscope
સસ્તુ	Cheap
ગીતાંજલિ	Geetanjali
કચરામાંથી	from the garbage
ઉદ્યોગને	to the industry
મણિકર્ણિકાના	Manikarnika's
તૂટેલી	Broken
અનુષ્કાએ	Anushka
વાયદો	Promises
2019માં	In 2019
સુરંગમાં	in the tunnel
બળાત્કારનો	of rape
કરણનાં	Karan's
પહેરવા	To wear
ઇલાજ	remedy
ફિલ્મોનાં	Of films
ફ્રાંસના	Of France
નાગરિકોએ	citizens
આનંદીબેન	Anandiben
ડાયરેક્ટર	Director
ફિટનેસ	Fitness
સિદ્ધાર્થ	Siddhartha
સ્ટાઈલ	Style
વીતી	passed by
પુત્રી	daughter
પોલ	Paul
ઉઠાવ્યું	picked up
વાલ્મીકિ	Valmiki
121માં	In 121
વકર્યોઃ	Wakaryo:
ચેકબૂક	Checkbook
બેંકિંગમાં	In Banking
કેશનું	of cache
પૉલિસી	Policy
બોલાવે	Call
ડિસેમ્બર	December
સારાનું	of good
તસવીરમાં	In the picture
વિભાગે	Department
બનવાની	to become
એકાઉન્ટમાંથી	from the account
ડેનિયલના	Daniel's
ફંડનું	of the fund
શ્રીનાં	Shrina
કૃષ્ણા	Krishna
વાંચીને	By reading
તૂટી	Broken
કરવાચોથનું	Of Karwa chauth
રોકાણનું	of investment
વિચારી	Think
હેકર્સે	hackers
ઝટકો	Jolt
માર્કલના	Of Markle
સફળતાઃ	Success:
સ્પાઇડર	Spider
સવારથી	Since morning
સ્ટેન	Stan
ફ્રિક	Frick
એક્સક્લુસિવ	Exclusive
વિદ્યા	Vidya
ઈન્ક્મટેક્સ	Income Tax
ફોટોગ્રાફ્સ	Photographs
શ્રોફની	Shroff's
પપ્પા	Dad
જયતે	Jayate
ટાટાની	Tata's
પરણશે	will get married
કરિશ્માએ	Karishma
રોયની	Roy's
રિકવર	Recovery
બપ્પી	Bappi
સુદામા	Sudama
શોને	To the show
ઘણીવાર	Often times
કતલ	Slaughter
અરબોની	Arboni
દેનારી	Denery
મોઘુ	Moghu
250થી	From 250
ઉજવણીઃ	Celebration:
વ્યાપારમાં	In business
મિલકતો	Properties
2018ની	Of 2018
ફેલાવો	Spread
10460ની	10460
કૌશલથી	From Kaushal
બાંધી	tied up
પરિવારોને	to families
મીઠાના	Salt
અનુસરી	Following
ઇન્ડિયાનાં	Of India
એકશનમાં	In action
સિરીયલનો	of the serial
હાથની	Hand's
ચંદા	Chanda
વ્યક્ત	Expressed
સન્માન	Honors
પ્રભુ	Lord
વડોદરામાં	In Vadodara
સંકટમાં	in crisis
પન્નુ	Pannu
વિરાટનું	Of Virat
ફેને	Fenne
નોંધાવી	Filed
ચહેરા	Faces
કેવાં	How about
બીએ	BA
પતંજલિનું	Of Patanjali
નિવૃત્તિની	of retirement
મધ્યમવર્ગનાં	Middle class
ચુકવવાનો	To pay
કેક	cake
નિકની	Nick's
અનાજ	Grains
જીએસટી	GST
અંગૂઠો	thumb
આલિયાનો	Of Alia
ગુડગાંવમાં	in Gurgaon
કેમેરો	Camera
એડ્રેસ	Address
તમારુ	Yours
બિહુ	Bihu
